geo_area,item,year,gpin
Mexico,"Walnuts, with shell",1999,44.58
Peru,"Walnuts, with shell",1999,107.46
United States of America,"Walnuts, with shell",1999,45.5
Argentina,Watermelons,1999,98.75
Belize,Watermelons,1999,61.11
Bolivia (Plurinational State of),Watermelons,1999,38.66
Brazil,Watermelons,1999,30.9
Canada,Watermelons,1999,6.82
Chile,Watermelons,1999,140.29
Colombia,Watermelons,1999,18.46
Costa Rica,Watermelons,1999,89.61
Cuba,Watermelons,1999,63
Dominica,Watermelons,1999,90.91
Ecuador,Watermelons,1999,37.46
El Salvador,Watermelons,1999,177.82
Grenada,Watermelons,1999,NA
Guatemala,Watermelons,1999,95.56
Guyana,Watermelons,1999,1.62
Honduras,Watermelons,1999,23.68
Jamaica,Watermelons,1999,96.54
Mexico,Watermelons,1999,86.46
Panama,Watermelons,1999,35.9
Paraguay,Watermelons,1999,93.31
Peru,Watermelons,1999,78.63
Puerto Rico,Watermelons,1999,NA
Saint Kitts and Nevis,Watermelons,1999,92.59
Saint Lucia,Watermelons,1999,NA
Suriname,Watermelons,1999,99.47
Trinidad and Tobago,Watermelons,1999,318.25
United States of America,Watermelons,1999,113.8
Uruguay,Watermelons,1999,169.56
Venezuela (Bolivarian Republic of),Watermelons,1999,115.85
Argentina,Wheat,1999,109.78
Bolivia (Plurinational State of),Wheat,1999,54.44
Brazil,Wheat,1999,39.7
Canada,Wheat,1999,90.64
Chile,Wheat,1999,78.51
Colombia,Wheat,1999,401.03
Ecuador,Wheat,1999,365.29
Guatemala,Wheat,1999,821.31
Honduras,Wheat,1999,78.6
Mexico,Wheat,1999,80.6
Paraguay,Wheat,1999,17.3
Peru,Wheat,1999,81.43
United States of America,Wheat,1999,107.99
Uruguay,Wheat,1999,30.31
Venezuela (Bolivarian Republic of),Wheat,1999,323.12
Argentina,"Wool, greasy",1999,145.32
Bolivia (Plurinational State of),"Wool, greasy",1999,126.72
Brazil,"Wool, greasy",1999,123.59
Canada,"Wool, greasy",1999,118.8
Chile,"Wool, greasy",1999,237.17
Colombia,"Wool, greasy",1999,65.92
Ecuador,"Wool, greasy",1999,205.65
Mexico,"Wool, greasy",1999,84.73
Paraguay,"Wool, greasy",1999,77.64
Peru,"Wool, greasy",1999,127.17
United States of America,"Wool, greasy",1999,175.13
Uruguay,"Wool, greasy",1999,178.69
Antigua and Barbuda,Yams,1999,36.79
Barbados,Yams,1999,206.83
Belize,Yams,1999,41.67
Brazil,Yams,1999,92.56
Colombia,Yams,1999,58.43
Costa Rica,Yams,1999,134.34
Cuba,Yams,1999,18.06
Dominica,Yams,1999,54.25
Dominican Republic,Yams,1999,39.26
Grenada,Yams,1999,63.45
Guyana,Yams,1999,155.35
Haiti,Yams,1999,51.14
Jamaica,Yams,1999,137.12
Nicaragua,Yams,1999,100
Panama,Yams,1999,108.82
Puerto Rico,Yams,1999,228.15
Saint Kitts and Nevis,Yams,1999,130.84
Saint Lucia,Yams,1999,89.46
Saint Vincent and the Grenadines,Yams,1999,35.5
Trinidad and Tobago,Yams,1999,25.35
Venezuela (Bolivarian Republic of),Yams,1999,143.17
Belize,Yautia (cocoyam),1999,1684.34
Costa Rica,Yautia (cocoyam),1999,96.54
Cuba,Yautia (cocoyam),1999,31.78
Dominica,Yautia (cocoyam),1999,86.78
Dominican Republic,Yautia (cocoyam),1999,161.26
El Salvador,Yautia (cocoyam),1999,101.84
Mexico,Yautia (cocoyam),1999,3.5
Nicaragua,Yautia (cocoyam),1999,102.23
Panama,Yautia (cocoyam),1999,219.41
Peru,Yautia (cocoyam),1999,940.05
Puerto Rico,Yautia (cocoyam),1999,142.41
Saint Lucia,Yautia (cocoyam),1999,216.59
Trinidad and Tobago,Yautia (cocoyam),1999,71.29
Venezuela (Bolivarian Republic of),Yautia (cocoyam),1999,74.83
Colombia,Agave fibres nes,2000,124.3
Cuba,Agave fibres nes,2000,221.62
Ecuador,Agave fibres nes,2000,53.95
El Salvador,Agave fibres nes,2000,138.53
Guatemala,Agave fibres nes,2000,121.51
Mexico,Agave fibres nes,2000,156.01
Nicaragua,Agave fibres nes,2000,76.89
Antigua and Barbuda,Agriculture,2000,143.3
Argentina,Agriculture,2000,69.37
Bahamas,Agriculture,2000,64.04
Barbados,Agriculture,2000,119.88
Belize,Agriculture,2000,94.39
Bolivia (Plurinational State of),Agriculture,2000,55.09
Brazil,Agriculture,2000,57.05
Canada,Agriculture,2000,77.85
Chile,Agriculture,2000,72.07
Colombia,Agriculture,2000,71.8
Costa Rica,Agriculture,2000,71.69
Cuba,Agriculture,2000,113.4
Dominica,Agriculture,2000,106.54
Dominican Republic,Agriculture,2000,56.21
Ecuador,Agriculture,2000,70.33
El Salvador,Agriculture,2000,93.54
Grenada,Agriculture,2000,47.43
Guatemala,Agriculture,2000,48.84
Guyana,Agriculture,2000,74.36
Haiti,Agriculture,2000,66.5
Honduras,Agriculture,2000,63.65
Jamaica,Agriculture,2000,94.08
Mexico,Agriculture,2000,72.33
Nicaragua,Agriculture,2000,62.34
Panama,Agriculture,2000,79.21
Paraguay,Agriculture,2000,44.04
Peru,Agriculture,2000,57.2
Puerto Rico,Agriculture,2000,128.42
Saint Kitts and Nevis,Agriculture,2000,385.48
Saint Lucia,Agriculture,2000,170.61
Saint Vincent and the Grenadines,Agriculture,2000,76.77
Suriname,Agriculture,2000,64.11
Trinidad and Tobago,Agriculture,2000,114.31
United States of America,Agriculture,2000,83.6
Uruguay,Agriculture,2000,68.36
Venezuela (Bolivarian Republic of),Agriculture,2000,91.9
Argentina,"Almonds, with shell",2000,66.15
Chile,"Almonds, with shell",2000,25.62
Mexico,"Almonds, with shell",2000,210.87
United States of America,"Almonds, with shell",2000,34.76
Argentina,"Anise, badian, fennel, coriander",2000,38.13
Canada,"Anise, badian, fennel, coriander",2000,NA
Ecuador,"Anise, badian, fennel, coriander",2000,118.18
Guatemala,"Anise, badian, fennel, coriander",2000,70.33
Mexico,"Anise, badian, fennel, coriander",2000,47.35
Peru,"Anise, badian, fennel, coriander",2000,NA
Argentina,Apples,2000,134.17
Bolivia (Plurinational State of),Apples,2000,391.01
Brazil,Apples,2000,93.54
Canada,Apples,2000,135.23
Chile,Apples,2000,46.78
Colombia,Apples,2000,289.56
Ecuador,Apples,2000,57.37
El Salvador,Apples,2000,NA
Grenada,Apples,2000,84.45
Guatemala,Apples,2000,110.42
Honduras,Apples,2000,83.52
Mexico,Apples,2000,46.42
Paraguay,Apples,2000,78.56
Peru,Apples,2000,98.94
Saint Vincent and the Grenadines,Apples,2000,78.51
United States of America,Apples,2000,95.17
Uruguay,Apples,2000,128.57
Argentina,Apricots,2000,90.34
Canada,Apricots,2000,93.33
Chile,Apricots,2000,318.13
Ecuador,Apricots,2000,88.73
Mexico,Apricots,2000,217.05
Peru,Apricots,2000,68.37
United States of America,Apricots,2000,170.36
Argentina,Artichokes,2000,78.65
Chile,Artichokes,2000,207.51
Costa Rica,Artichokes,2000,189.87
Mexico,Artichokes,2000,107.68
Peru,Artichokes,2000,4.28
United States of America,Artichokes,2000,106.41
Argentina,Asparagus,2000,61.82
Canada,Asparagus,2000,35.19
Chile,Asparagus,2000,161.46
Colombia,Asparagus,2000,5084.57
Costa Rica,Asparagus,2000,63.53
Ecuador,Asparagus,2000,50.46
Mexico,Asparagus,2000,25.86
Peru,Asparagus,2000,44.89
United States of America,Asparagus,2000,298.92
Argentina,Avocados,2000,83.81
Bahamas,Avocados,2000,NA
Barbados,Avocados,2000,61.28
Bolivia (Plurinational State of),Avocados,2000,62.63
Brazil,Avocados,2000,48.41
Chile,Avocados,2000,57.76
Colombia,Avocados,2000,44.23
Costa Rica,Avocados,2000,256.97
Cuba,Avocados,2000,199.06
Dominica,Avocados,2000,169.39
Dominican Republic,Avocados,2000,14.94
Ecuador,Avocados,2000,77.54
El Salvador,Avocados,2000,400.37
Grenada,Avocados,2000,101.31
Guatemala,Avocados,2000,22.82
Guyana,Avocados,2000,93.84
Haiti,Avocados,2000,37.97
Honduras,Avocados,2000,40.61
Jamaica,Avocados,2000,132.72
Mexico,Avocados,2000,53.86
Panama,Avocados,2000,36.33
Paraguay,Avocados,2000,85.33
Peru,Avocados,2000,21.42
Puerto Rico,Avocados,2000,416.17
Saint Lucia,Avocados,2000,185.92
Trinidad and Tobago,Avocados,2000,52.43
United States of America,Avocados,2000,127.17
Venezuela (Bolivarian Republic of),Avocados,2000,41.2
Antigua and Barbuda,Bananas,2000,60.99
Argentina,Bananas,2000,99.47
Bahamas,Bananas,2000,32.21
Barbados,Bananas,2000,52.56
Belize,Bananas,2000,72.5
Bolivia (Plurinational State of),Bananas,2000,55.51
Brazil,Bananas,2000,83.13
Colombia,Bananas,2000,44.85
Costa Rica,Bananas,2000,86.72
Cuba,Bananas,2000,108.29
Dominica,Bananas,2000,161.47
Dominican Republic,Bananas,2000,37.42
Ecuador,Bananas,2000,79.88
El Salvador,Bananas,2000,NA
Grenada,Bananas,2000,12.08
Guatemala,Bananas,2000,26.05
Guyana,Bananas,2000,142.46
Haiti,Bananas,2000,118.34
Honduras,Bananas,2000,66.62
Jamaica,Bananas,2000,185.35
Mexico,Bananas,2000,82.23
Nicaragua,Bananas,2000,59.18
Panama,Bananas,2000,205.54
Paraguay,Bananas,2000,80.51
Puerto Rico,Bananas,2000,73.92
Saint Lucia,Bananas,2000,389.31
Saint Vincent and the Grenadines,Bananas,2000,76.26
Suriname,Bananas,2000,70.55
Trinidad and Tobago,Bananas,2000,189.78
United States of America,Bananas,2000,256.88
Venezuela (Bolivarian Republic of),Bananas,2000,144.5
Argentina,Barley,2000,20.18
Bolivia (Plurinational State of),Barley,2000,140.4
Brazil,Barley,2000,103.79
Canada,Barley,2000,163.9
Chile,Barley,2000,74.49
Colombia,Barley,2000,109.9
Ecuador,Barley,2000,154.33
Guatemala,Barley,2000,8061.11
Mexico,Barley,2000,83.55
Peru,Barley,2000,84.61
United States of America,Barley,2000,160.03
Uruguay,Barley,2000,75.46
Brazil,"Bastfibres, other",2000,112.16
Chile,"Bastfibres, other",2000,130.06
Cuba,"Bastfibres, other",2000,87.5
El Salvador,"Bastfibres, other",2000,293.3
Guatemala,"Bastfibres, other",2000,143.38
Argentina,"Beans, dry",2000,63.62
Barbados,"Beans, dry",2000,284.12
Belize,"Beans, dry",2000,70
Bolivia (Plurinational State of),"Beans, dry",2000,15.99
Brazil,"Beans, dry",2000,101.82
Canada,"Beans, dry",2000,103.08
Chile,"Beans, dry",2000,260.4
Colombia,"Beans, dry",2000,94.64
Costa Rica,"Beans, dry",2000,98.52
Cuba,"Beans, dry",2000,81.84
Dominican Republic,"Beans, dry",2000,67.39
Ecuador,"Beans, dry",2000,215.09
El Salvador,"Beans, dry",2000,60.55
Grenada,"Beans, dry",2000,73.45
Guatemala,"Beans, dry",2000,37.67
Haiti,"Beans, dry",2000,32.99
Honduras,"Beans, dry",2000,77.9
Jamaica,"Beans, dry",2000,185.85
Mexico,"Beans, dry",2000,79.94
Nicaragua,"Beans, dry",2000,105.43
Panama,"Beans, dry",2000,85.26
Paraguay,"Beans, dry",2000,63.29
Peru,"Beans, dry",2000,80.56
Puerto Rico,"Beans, dry",2000,10823.08
United States of America,"Beans, dry",2000,90.76
Uruguay,"Beans, dry",2000,99.65
Venezuela (Bolivarian Republic of),"Beans, dry",2000,127.32
Antigua and Barbuda,"Beans, green",2000,70.23
Argentina,"Beans, green",2000,119.46
Belize,"Beans, green",2000,NA
Bolivia (Plurinational State of),"Beans, green",2000,22.68
Canada,"Beans, green",2000,90.46
Chile,"Beans, green",2000,88.9
Costa Rica,"Beans, green",2000,21.79
Ecuador,"Beans, green",2000,37.47
Guatemala,"Beans, green",2000,27.43
Guyana,"Beans, green",2000,135.29
Mexico,"Beans, green",2000,86.9
Peru,"Beans, green",2000,139.04
Puerto Rico,"Beans, green",2000,NA
Suriname,"Beans, green",2000,19.77
United States of America,"Beans, green",2000,289.33
Uruguay,"Beans, green",2000,99.07
Argentina,Beeswax,2000,104.39
Brazil,Beeswax,2000,92.79
Chile,Beeswax,2000,90.64
Costa Rica,Beeswax,2000,96.14
Dominican Republic,Beeswax,2000,53.47
Ecuador,Beeswax,2000,82.01
El Salvador,Beeswax,2000,99.08
Guatemala,Beeswax,2000,44.12
Haiti,Beeswax,2000,93.3
Honduras,Beeswax,2000,85
Jamaica,Beeswax,2000,95.36
Mexico,Beeswax,2000,136.44
Paraguay,Beeswax,2000,83.85
United States of America,Beeswax,2000,107.37
Uruguay,Beeswax,2000,45.36
Venezuela (Bolivarian Republic of),Beeswax,2000,105.73
Costa Rica,Berries nes,2000,115.98
Ecuador,Berries nes,2000,82.23
Mexico,Berries nes,2000,7.74
United States of America,Berries nes,2000,90.3
Canada,Blueberries,2000,32.86
Mexico,Blueberries,2000,1.37
Peru,Blueberries,2000,NA
United States of America,Blueberries,2000,32.33
Bolivia (Plurinational State of),"Brazil nuts, with shell",2000,60.51
Brazil,"Brazil nuts, with shell",2000,89.53
Peru,"Brazil nuts, with shell",2000,68.45
Argentina,"Broad beans, horse beans, dry",2000,85.23
Bolivia (Plurinational State of),"Broad beans, horse beans, dry",2000,108.52
Brazil,"Broad beans, horse beans, dry",2000,307.18
Colombia,"Broad beans, horse beans, dry",2000,275.68
Dominican Republic,"Broad beans, horse beans, dry",2000,130.98
Ecuador,"Broad beans, horse beans, dry",2000,217.94
Guatemala,"Broad beans, horse beans, dry",2000,50.17
Guyana,"Broad beans, horse beans, dry",2000,49.66
Jamaica,"Broad beans, horse beans, dry",2000,63.79
Mexico,"Broad beans, horse beans, dry",2000,49.76
Paraguay,"Broad beans, horse beans, dry",2000,48.42
Peru,"Broad beans, horse beans, dry",2000,62.68
Uruguay,"Broad beans, horse beans, dry",2000,113.31
Brazil,Buckwheat,2000,78.42
Canada,Buckwheat,2000,1196.66
United States of America,Buckwheat,2000,78.52
Antigua and Barbuda,Cabbages and other brassicas,2000,94.46
Bahamas,Cabbages and other brassicas,2000,NA
Barbados,Cabbages and other brassicas,2000,244.4
Belize,Cabbages and other brassicas,2000,128.36
Bolivia (Plurinational State of),Cabbages and other brassicas,2000,305.3
Canada,Cabbages and other brassicas,2000,90.9
Chile,Cabbages and other brassicas,2000,144.79
Colombia,Cabbages and other brassicas,2000,199.33
Costa Rica,Cabbages and other brassicas,2000,39.15
Cuba,Cabbages and other brassicas,2000,139.56
Dominica,Cabbages and other brassicas,2000,83.7
Dominican Republic,Cabbages and other brassicas,2000,77.29
Ecuador,Cabbages and other brassicas,2000,80.27
El Salvador,Cabbages and other brassicas,2000,114.32
Grenada,Cabbages and other brassicas,2000,3.28
Guatemala,Cabbages and other brassicas,2000,85.4
Guyana,Cabbages and other brassicas,2000,4.38
Haiti,Cabbages and other brassicas,2000,52.51
Honduras,Cabbages and other brassicas,2000,44.13
Jamaica,Cabbages and other brassicas,2000,56.77
Mexico,Cabbages and other brassicas,2000,81.82
Nicaragua,Cabbages and other brassicas,2000,22.32
Panama,Cabbages and other brassicas,2000,89.22
Peru,Cabbages and other brassicas,2000,135.89
Puerto Rico,Cabbages and other brassicas,2000,280.84
Saint Kitts and Nevis,Cabbages and other brassicas,2000,228.17
Saint Lucia,Cabbages and other brassicas,2000,NA
Suriname,Cabbages and other brassicas,2000,40.56
Trinidad and Tobago,Cabbages and other brassicas,2000,281.46
United States of America,Cabbages and other brassicas,2000,270.61
Uruguay,Cabbages and other brassicas,2000,72.98
Venezuela (Bolivarian Republic of),Cabbages and other brassicas,2000,38.13
Argentina,Canary seed,2000,58.41
Canada,Canary seed,2000,120.91
Mexico,Canary seed,2000,882.35
Uruguay,Canary seed,2000,65.17
Antigua and Barbuda,Carrots and turnips,2000,75.26
Argentina,Carrots and turnips,2000,77.7
Barbados,Carrots and turnips,2000,481.84
Belize,Carrots and turnips,2000,32.33
Bolivia (Plurinational State of),Carrots and turnips,2000,77.11
Canada,Carrots and turnips,2000,71.99
Chile,Carrots and turnips,2000,65.31
Colombia,Carrots and turnips,2000,79.54
Costa Rica,Carrots and turnips,2000,49.09
Dominica,Carrots and turnips,2000,64.38
Dominican Republic,Carrots and turnips,2000,30.59
Ecuador,Carrots and turnips,2000,46.25
Grenada,Carrots and turnips,2000,102.6
Guatemala,Carrots and turnips,2000,50.17
Honduras,Carrots and turnips,2000,79.75
Jamaica,Carrots and turnips,2000,76.16
Mexico,Carrots and turnips,2000,116.1
Nicaragua,Carrots and turnips,2000,63.96
Panama,Carrots and turnips,2000,93.85
Paraguay,Carrots and turnips,2000,219.57
Peru,Carrots and turnips,2000,84.06
Saint Kitts and Nevis,Carrots and turnips,2000,79.91
Saint Lucia,Carrots and turnips,2000,NA
Saint Vincent and the Grenadines,Carrots and turnips,2000,54.55
United States of America,Carrots and turnips,2000,121.42
Uruguay,Carrots and turnips,2000,85.83
Venezuela (Bolivarian Republic of),Carrots and turnips,2000,75.3
Belize,"Cashew nuts, with shell",2000,5538.46
Brazil,"Cashew nuts, with shell",2000,145.57
Colombia,"Cashew nuts, with shell",2000,26.66
Dominican Republic,"Cashew nuts, with shell",2000,137.88
El Salvador,"Cashew nuts, with shell",2000,265.11
Honduras,"Cashew nuts, with shell",2000,82.97
Mexico,"Cashew nuts, with shell",2000,24.78
Peru,"Cashew nuts, with shell",2000,102.19
Brazil,Cashewapple,2000,101.07
Guyana,Cashewapple,2000,160
Antigua and Barbuda,Cassava,2000,33.25
Argentina,Cassava,2000,89.83
Bahamas,Cassava,2000,17.11
Barbados,Cassava,2000,105.41
Belize,Cassava,2000,121.53
Bolivia (Plurinational State of),Cassava,2000,153.46
Brazil,Cassava,2000,102.65
Colombia,Cassava,2000,80.51
Costa Rica,Cassava,2000,43.62
Cuba,Cassava,2000,60.48
Dominica,Cassava,2000,77.42
Dominican Republic,Cassava,2000,74.24
Ecuador,Cassava,2000,91.95
El Salvador,Cassava,2000,49.62
Grenada,Cassava,2000,80.12
Guatemala,Cassava,2000,428.54
Guyana,Cassava,2000,314.76
Haiti,Cassava,2000,55.83
Honduras,Cassava,2000,39.43
Jamaica,Cassava,2000,79.29
Mexico,Cassava,2000,89.77
Nicaragua,Cassava,2000,25.78
Panama,Cassava,2000,213.24
Paraguay,Cassava,2000,86.84
Peru,Cassava,2000,73.4
Puerto Rico,Cassava,2000,482.97
Saint Lucia,Cassava,2000,76.5
Saint Vincent and the Grenadines,Cassava,2000,43.75
Suriname,Cassava,2000,44.89
Trinidad and Tobago,Cassava,2000,29.3
Venezuela (Bolivarian Republic of),Cassava,2000,162.51
Brazil,Castor oil seed,2000,309.8
Ecuador,Castor oil seed,2000,133.33
Haiti,Castor oil seed,2000,98.51
Mexico,Castor oil seed,2000,10.34
Paraguay,Castor oil seed,2000,144.44
Bolivia (Plurinational State of),Cauliflowers and broccoli,2000,451.02
Canada,Cauliflowers and broccoli,2000,56.71
Chile,Cauliflowers and broccoli,2000,142.34
Colombia,Cauliflowers and broccoli,2000,88.6
Costa Rica,Cauliflowers and broccoli,2000,56.23
Ecuador,Cauliflowers and broccoli,2000,4.12
Grenada,Cauliflowers and broccoli,2000,NA
Guatemala,Cauliflowers and broccoli,2000,44.95
Honduras,Cauliflowers and broccoli,2000,61.63
Jamaica,Cauliflowers and broccoli,2000,70.88
Mexico,Cauliflowers and broccoli,2000,57.04
Peru,Cauliflowers and broccoli,2000,41.47
Trinidad and Tobago,Cauliflowers and broccoli,2000,102.58
United States of America,Cauliflowers and broccoli,2000,96.45
Venezuela (Bolivarian Republic of),Cauliflowers and broccoli,2000,18.67
Argentina,Cereals nes,2000,80.28
Bolivia (Plurinational State of),Cereals nes,2000,101.49
Colombia,Cereals nes,2000,NA
Mexico,Cereals nes,2000,60.14
Peru,Cereals nes,2000,92.64
Antigua and Barbuda,"Cereals, Total",2000,64.57
Argentina,"Cereals, Total",2000,70.24
Bahamas,"Cereals, Total",2000,49.21
Barbados,"Cereals, Total",2000,301
Belize,"Cereals, Total",2000,55.47
Bolivia (Plurinational State of),"Cereals, Total",2000,45.98
Brazil,"Cereals, Total",2000,52.47
Canada,"Cereals, Total",2000,92.76
Chile,"Cereals, Total",2000,72.78
Colombia,"Cereals, Total",2000,87.17
Costa Rica,"Cereals, Total",2000,129.61
Cuba,"Cereals, Total",2000,96.9
Dominica,"Cereals, Total",2000,91.78
Dominican Republic,"Cereals, Total",2000,63.76
Ecuador,"Cereals, Total",2000,66.74
El Salvador,"Cereals, Total",2000,81.88
Grenada,"Cereals, Total",2000,81.62
Guatemala,"Cereals, Total",2000,61.14
Guyana,"Cereals, Total",2000,72.55
Haiti,"Cereals, Total",2000,83.17
Honduras,"Cereals, Total",2000,80.66
Jamaica,"Cereals, Total",2000,73.84
Mexico,"Cereals, Total",2000,77.52
Nicaragua,"Cereals, Total",2000,87.83
Panama,"Cereals, Total",2000,84.66
Paraguay,"Cereals, Total",2000,15.55
Peru,"Cereals, Total",2000,62.65
Puerto Rico,"Cereals, Total",2000,97.1
Saint Vincent and the Grenadines,"Cereals, Total",2000,72.06
Suriname,"Cereals, Total",2000,59.7
Trinidad and Tobago,"Cereals, Total",2000,165.83
United States of America,"Cereals, Total",2000,75.49
Uruguay,"Cereals, Total",2000,57.89
Venezuela (Bolivarian Republic of),"Cereals, Total",2000,105.68
Argentina,Cherries,2000,91.63
Bolivia (Plurinational State of),Cherries,2000,81.14
Canada,Cherries,2000,26.59
Chile,Cherries,2000,24.13
Guyana,Cherries,2000,35.66
Mexico,Cherries,2000,266.8
Peru,Cherries,2000,9790.91
Suriname,Cherries,2000,NA
United States of America,Cherries,2000,58.3
Bolivia (Plurinational State of),"Cherries, sour",2000,847.15
Canada,"Cherries, sour",2000,129.82
Chile,"Cherries, sour",2000,171.48
Peru,"Cherries, sour",2000,NA
United States of America,"Cherries, sour",2000,96.21
Bolivia (Plurinational State of),Chestnut,2000,41.73
Chile,Chestnut,2000,NA
Peru,Chestnut,2000,314.71
Argentina,Chick peas,2000,1.43
Bolivia (Plurinational State of),Chick peas,2000,147.96
Canada,Chick peas,2000,412.67
Chile,Chick peas,2000,1124.83
Colombia,Chick peas,2000,NA
Dominican Republic,Chick peas,2000,NA
Mexico,Chick peas,2000,162.73
Peru,Chick peas,2000,281.69
United States of America,Chick peas,2000,37.13
Haiti,Chicory roots,2000,100
Puerto Rico,Chicory roots,2000,353.16
Argentina,"Chillies and peppers, dry",2000,97.61
Grenada,"Chillies and peppers, dry",2000,81
Jamaica,"Chillies and peppers, dry",2000,30.76
Mexico,"Chillies and peppers, dry",2000,93.84
Peru,"Chillies and peppers, dry",2000,213.96
Antigua and Barbuda,"Chillies and peppers, green",2000,71.67
Argentina,"Chillies and peppers, green",2000,80.7
Barbados,"Chillies and peppers, green",2000,212.33
