Hours Since Dec 1 2017,Rented Bike Count,Temperature(degC),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(degC),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
4762,953,23,66,1.1,516,16.2,0.83,0,0,Summer,No Holiday,Yes
4763,1146,23.6,63,0.7,523,16.1,0.93,0,0,Summer,No Holiday,Yes
4764,1422,24.8,56,0.9,530,15.4,1.57,0,0,Summer,No Holiday,Yes
4765,1563,25.7,52,1.1,639,15,1.81,0,0,Summer,No Holiday,Yes
4766,1709,26.8,44,1.6,760,13.5,2.01,0,0,Summer,No Holiday,Yes
4767,1979,27.3,51,2.6,598,16.2,2.4,0,0,Summer,No Holiday,Yes
4768,2235,26.6,51,2.2,809,15.6,1.27,0,0,Summer,No Holiday,Yes
4769,2330,25.6,58,3.3,865,16.7,0.66,0,0,Summer,No Holiday,Yes
4770,2474,25,59,3.4,1324,16.4,0.54,0,0,Summer,No Holiday,Yes
4771,2481,24.2,62,1.9,1225,16.4,0.39,0,0,Summer,No Holiday,Yes
4772,2429,23.1,67,2.1,1060,16.6,0.03,0,0,Summer,No Holiday,Yes
4773,2055,22.7,66,0.9,1069,16,0,0,0,Summer,No Holiday,Yes
4774,1819,22.2,70,0.5,1056,16.4,0,0,0,Summer,No Holiday,Yes
4775,1323,21.7,74,1.4,920,16.8,0,0,0,Summer,No Holiday,Yes
4776,917,21.3,74,1.4,963,16.4,0,0,0,Summer,No Holiday,Yes
4777,547,21,74,0.5,990,16.1,0,0,0,Summer,No Holiday,Yes
4778,436,20.7,76,0.3,920,16.3,0,0,0,Summer,No Holiday,Yes
4779,202,20.5,77,0.5,865,16.3,0,0,0,Summer,No Holiday,Yes
4780,164,20.2,78,0.7,884,16.2,0,0,0,Summer,No Holiday,Yes
4781,383,20,80,0.3,824,16.4,0,0,0,Summer,No Holiday,Yes
4782,779,20,78,0.4,752,16,0.05,0,0,Summer,No Holiday,Yes
4783,1590,20.6,76,0.5,786,16.2,0.3,0,0,Summer,No Holiday,Yes
4784,2357,22.7,65,0.7,759,15.7,1.05,0,0,Summer,No Holiday,Yes
4785,1263,24.7,59,1.1,616,16.1,1.8,0,0,Summer,No Holiday,Yes
4786,822,26.1,53,0.9,554,15.7,2.14,0,0,Summer,No Holiday,Yes
4787,915,27.3,45,2.4,846,14.3,2.84,0,0,Summer,No Holiday,Yes
4788,988,28.4,45,2.2,649,15.3,2.92,0,0,Summer,No Holiday,Yes
4789,938,29.4,42,1.7,689,15.1,3.1,0,0,Summer,No Holiday,Yes
4790,997,29.8,36,2,1382,13.1,2.63,0,0,Summer,No Holiday,Yes
4791,1177,30.5,34,2.8,1590,12.8,2.87,0,0,Summer,No Holiday,Yes
4792,1401,30.5,34,2.9,1830,12.8,2.51,0,0,Summer,No Holiday,Yes
4793,2040,29.5,36,3.7,1786,12.8,1.94,0,0,Summer,No Holiday,Yes
4794,746,29.2,35,2.7,1900,12.1,1.27,0,0,Summer,No Holiday,Yes
4795,1557,28.1,38,2.6,2000,12.4,0.63,0,0,Summer,No Holiday,Yes
4796,2515,25.7,43,2.1,2000,12.1,0.12,0,0,Summer,No Holiday,Yes
4797,1702,23.8,48,2,2000,12.1,0,0,0,Summer,No Holiday,Yes
4798,1373,22.9,56,1.3,1927,13.6,0,0,0,Summer,No Holiday,Yes
4799,1732,22.3,59,1.1,1892,13.8,0,0,0,Summer,No Holiday,Yes
4800,1055,21.5,63,1,1740,14.1,0,0,0,Summer,No Holiday,Yes
4801,766,20.9,66,0.8,1528,14.3,0,0,0,Summer,No Holiday,Yes
4802,527,20.2,71,1.2,1414,14.7,0,0,0,Summer,No Holiday,Yes
4803,369,19.9,69,1.4,1179,14,0,0,0,Summer,No Holiday,Yes
4804,268,19.7,73,1.6,848,14.7,0,0,0,Summer,No Holiday,Yes
4805,317,19.4,77,0.8,831,15.2,0,0,0,Summer,No Holiday,Yes
4806,746,19.1,75,0.4,1039,14.5,0.08,0,0,Summer,No Holiday,Yes
4807,1616,19.9,72,0.6,840,14.6,0.32,0,0,Summer,No Holiday,Yes
4808,2430,21.1,66,1,797,14.4,0.62,0,0,Summer,No Holiday,Yes
4809,1381,22.4,62,0.9,761,14.7,0.93,0,0,Summer,No Holiday,Yes
4810,937,23.7,56,1.6,1074,14.3,1.34,0,0,Summer,No Holiday,Yes
4811,1014,24.6,53,1.4,1472,14.3,1.67,0,0,Summer,No Holiday,Yes
4812,1224,25.8,48,1.5,1487,13.9,2.31,0,0,Summer,No Holiday,Yes
4813,1230,26.6,46,2.9,1482,14,2.31,0,0,Summer,No Holiday,Yes
4814,1258,27.2,44,2.9,1377,13.8,2.59,0,0,Summer,No Holiday,Yes
4815,1363,26.7,42,2.6,1634,12.7,1.89,0,0,Summer,No Holiday,Yes
4816,1700,26.1,46,3,1728,13.5,1.55,0,0,Summer,No Holiday,Yes
4817,2328,25.1,51,2.4,1714,14.2,1.15,0,0,Summer,No Holiday,Yes
4818,3556,24.1,57,2.9,1301,15,0.56,0,0,Summer,No Holiday,Yes
4819,2809,23.3,59,2.6,1214,14.8,0.28,0,0,Summer,No Holiday,Yes
4820,2525,22.4,62,2.2,1041,14.7,0.05,0,0,Summer,No Holiday,Yes
4821,2378,21.6,66,2.4,962,14.9,0,0,0,Summer,No Holiday,Yes
4822,2096,20.8,71,2.1,800,15.3,0,0,0,Summer,No Holiday,Yes
4823,1456,20.1,73,1.9,771,15.1,0,0,0,Summer,No Holiday,Yes
4824,1030,19.7,71,2,1330,14.2,0,0,0,Summer,No Holiday,Yes
4825,803,19.6,73,1.4,958,14.6,0,0,0,Summer,No Holiday,Yes
4826,576,19.6,78,0.8,662,15.6,0,0,0,Summer,No Holiday,Yes
4827,340,19.4,79,0.8,563,15.6,0,0,0,Summer,No Holiday,Yes
4828,249,19.1,82,1.5,471,15.9,0,0,0,Summer,No Holiday,Yes
4829,336,19.1,83,2,457,16.1,0,0,0,Summer,No Holiday,Yes
4830,714,19.4,83,1.6,448,16.4,0.03,0,0,Summer,No Holiday,Yes
4831,1629,20,77,1.7,595,15.8,0.29,0,0,Summer,No Holiday,Yes
4832,2440,20.6,77,1.2,566,16.4,0.53,0,0,Summer,No Holiday,Yes
4833,1401,21.1,73,2,623,16,0.43,0,0,Summer,No Holiday,Yes
4834,1002,22.2,70,3.1,740,16.4,1.44,0,0,Summer,No Holiday,Yes
4835,1100,23.7,56,2.4,1070,14.3,2.33,0,0,Summer,No Holiday,Yes
4836,1252,25.2,53,3.3,976,14.9,3.38,0,0,Summer,No Holiday,Yes
4837,1184,26.2,51,3.2,1078,15.2,3.36,0,0,Summer,No Holiday,Yes
4838,1158,27.5,47,2.7,990,15.1,3.24,0,0,Summer,No Holiday,Yes
4839,1266,27.9,45,3.6,1558,14.8,3.04,0,0,Summer,No Holiday,Yes
4840,1600,28.2,48,3.9,1103,16.1,2.55,0,0,Summer,No Holiday,Yes
4841,2289,28,50,3.2,1137,16.6,1.93,0,0,Summer,No Holiday,Yes
4842,3384,27,55,3.1,1246,17.1,1.26,0,0,Summer,No Holiday,Yes
4843,2741,25.6,61,2.7,1236,17.5,0.6,0,0,Summer,No Holiday,Yes
4844,2519,23.3,68,3.6,895,17,0.11,0,0,Summer,No Holiday,Yes
4845,2246,21.6,74,3.3,758,16.7,0,0,0,Summer,No Holiday,Yes
4846,1979,20.6,78,3,684,16.6,0,0,0,Summer,No Holiday,Yes
4847,1401,20.1,82,3.6,494,16.9,0,0,0,Summer,No Holiday,Yes
4848,1083,20,83,2.6,547,17,0,0,0,Summer,No Holiday,Yes
4849,794,20.1,82,1.2,582,16.9,0,0,0,Summer,No Holiday,Yes
4850,539,20.2,82,0.9,575,17,0,0,0,Summer,No Holiday,Yes
4851,394,20,83,1.7,607,17,0,0,0,Summer,No Holiday,Yes
4852,215,19.6,87,1.2,465,17.3,0,0,0,Summer,No Holiday,Yes
4853,308,19.4,82,2.1,677,16.2,0,0,0,Summer,No Holiday,Yes
4854,709,19.5,80,1.6,709,15.9,0.04,0,0,Summer,No Holiday,Yes
4855,1543,19.9,74,1.7,683,15.1,0.21,0,0,Summer,No Holiday,Yes
4856,2370,21.4,65,1.9,821,14.5,1.15,0,0,Summer,No Holiday,Yes
4857,1360,22.7,59,2,940,14.2,1.77,0,0,Summer,No Holiday,Yes
4858,922,23.9,57,2.1,977,14.8,2.54,0,0,Summer,No Holiday,Yes
4859,1066,25.5,57,1.8,943,16.3,3.01,0,0,Summer,No Holiday,Yes
4860,1197,26.4,46,1.4,1103,13.8,3.26,0,0,Summer,No Holiday,Yes
4861,1147,27.3,33,3.4,1921,9.6,3.42,0,0,Summer,No Holiday,Yes
4862,1152,28,39,2.6,1833,12.7,3.14,0,0,Summer,No Holiday,Yes
4863,1276,28.3,40,3.2,1619,13.4,2.96,0,0,Summer,No Holiday,Yes
4864,1473,28.5,42,3.1,1622,14.3,2.62,0,0,Summer,No Holiday,Yes
4865,2176,28.4,43,3.3,1715,14.6,2.04,0,0,Summer,No Holiday,Yes
4866,3418,27.8,43,3,1933,14,1.35,0,0,Summer,No Holiday,Yes
4867,2811,26.9,42,2.4,2000,12.8,0.62,0,0,Summer,No Holiday,Yes
4868,2556,25.1,55,2.3,1779,15.4,0.08,0,0,Summer,No Holiday,Yes
4869,2436,23.8,63,1.5,1455,16.3,0,0,0,Summer,No Holiday,Yes
4870,2179,22.8,67,2.1,1042,16.3,0,0,0,Summer,No Holiday,Yes
4871,1497,21.9,59,2.6,1188,13.5,0,0,0,Summer,No Holiday,Yes
4872,1137,20.7,67,1.9,885,14.3,0,0,0,Summer,No Holiday,Yes
4873,912,20.2,75,1.4,525,15.6,0,0,0,Summer,No Holiday,Yes
4874,602,19.8,80,1.5,370,16.2,0,0,0,Summer,No Holiday,Yes
4875,413,19.3,85,1.6,345,16.7,0,0,0,Summer,No Holiday,Yes
4876,268,19.1,86,1.4,322,16.6,0,0,0,Summer,No Holiday,Yes
4877,336,18.6,85,1,384,16,0,0,0,Summer,No Holiday,Yes
4878,710,18.2,83,0.6,448,15.2,0.06,0,0,Summer,No Holiday,Yes
4879,1529,18.8,66,1.1,814,12.3,0.46,0,0,Summer,No Holiday,Yes
4880,2283,21.9,58,1.2,771,13.2,1.29,0,0,Summer,No Holiday,Yes
4881,1284,24.2,47,1.2,822,12.1,1.94,0,0,Summer,No Holiday,Yes
4882,902,26.3,34,0.9,1792,9.1,2.57,0,0,Summer,No Holiday,Yes
4883,1020,28.1,35,1.3,1608,11.1,3.02,0,0,Summer,No Holiday,Yes
4884,1116,29.8,28,1.3,1777,9.3,3.21,0,0,Summer,No Holiday,Yes
4885,1073,30.6,26,1.2,1792,8.9,3.17,0,0,Summer,No Holiday,Yes
4886,1087,31.6,25,2.3,1780,9.1,3.21,0,0,Summer,No Holiday,Yes
4887,1203,31.9,23,1.8,1977,8.1,2.57,0,0,Summer,No Holiday,Yes
4888,1466,30.8,31,3.8,1246,11.7,2.17,0,0,Summer,No Holiday,Yes
4889,2146,30.4,28,2.9,1834,9.8,1.9,0,0,Summer,No Holiday,Yes
4890,3365,29.3,27,3.4,1977,8.3,1.24,0,0,Summer,No Holiday,Yes
4891,2732,27.1,32,3.5,2000,8.9,0.52,0,0,Summer,No Holiday,Yes
4892,2493,25.4,31,2.5,2000,7,0.07,0,0,Summer,No Holiday,Yes
4893,2251,24.2,32,1.5,2000,6.4,0,0,0,Summer,No Holiday,Yes
4894,2103,23.3,32,1.1,2000,5.6,0,0,0,Summer,No Holiday,Yes
4895,1648,22.9,34,1.1,1810,6.1,0,0,0,Summer,No Holiday,Yes
4896,1322,22.7,36,1.5,2000,6.8,0,0,0,Summer,No Holiday,Yes
4897,1073,22.5,39,1.1,2000,7.8,0,0,0,Summer,No Holiday,Yes
4898,818,22.3,37,1.8,2000,6.8,0,0,0,Summer,No Holiday,Yes
4899,540,22,42,0.2,1891,8.4,0,0,0,Summer,No Holiday,Yes
4900,375,21.6,47,0.4,1985,9.7,0,0,0,Summer,No Holiday,Yes
4901,339,21.1,48,0.3,2000,9.6,0,0,0,Summer,No Holiday,Yes
4902,417,21,48,0.6,2000,9.5,0.01,0,0,Summer,No Holiday,Yes
4903,622,21.3,44,0.5,1911,8.5,0.2,0,0,Summer,No Holiday,Yes
4904,934,22.6,42,0.7,1887,9,0.62,0,0,Summer,No Holiday,Yes
4905,1072,24.3,37,1.1,1939,8.6,1.31,0,0,Summer,No Holiday,Yes
4906,1064,25.8,35,1.5,1900,9.1,1.66,0,0,Summer,No Holiday,Yes
4907,1229,27.5,31,1.9,1841,8.8,2.7,0,0,Summer,No Holiday,Yes
4908,1374,28.4,31,2.7,1849,9.6,2.93,0,0,Summer,No Holiday,Yes
4909,1483,27.9,41,3.9,1649,13.4,2.08,0,0,Summer,No Holiday,Yes
4910,1445,28,46,3.6,1401,15.2,2.88,0,0,Summer,No Holiday,Yes
4911,1589,28.4,43,3.1,1337,14.6,2.65,0,0,Summer,No Holiday,Yes
4912,1837,28.3,48,3.1,1232,16.2,2.41,0,0,Summer,No Holiday,Yes
4913,2101,28.1,49,3.2,1117,16.3,1.62,0,0,Summer,No Holiday,Yes
4914,2256,26.3,55,3.2,1119,16.5,0.64,0,0,Summer,No Holiday,Yes
4915,2288,25.7,59,2.8,1083,17,0.38,0,0,Summer,No Holiday,Yes
4916,2262,24.6,65,2.1,1018,17.5,0.1,0,0,Summer,No Holiday,Yes
4917,2175,23.8,68,2.2,694,17.5,0,0,0,Summer,No Holiday,Yes
4918,1932,23,74,2.4,473,18.1,0,0,0,Summer,No Holiday,Yes
4919,1402,22.5,77,2.7,396,18.2,0,0,0,Summer,No Holiday,Yes
4920,849,22,81,1.6,374,18.5,0,0,0,Summer,No Holiday,Yes
4921,545,21.5,83,1.3,345,18.4,0,0,0,Summer,No Holiday,Yes
4922,1254,20.9,87,1.8,222,18.6,0,0,0,Summer,No Holiday,Yes
4923,644,20.6,91,0.8,194,19,0,0,0,Summer,No Holiday,Yes
4924,286,20.5,90,0.8,223,18.7,0,0,0,Summer,No Holiday,Yes
4925,235,20.3,87,1,251,18,0,0,0,Summer,No Holiday,Yes
4926,258,20.2,87,2,255,17.9,0.01,0,0,Summer,No Holiday,Yes
4927,369,20.5,82,0.8,338,17.3,0.16,0,0,Summer,No Holiday,Yes
4928,561,21.3,78,0.7,351,17.3,0.51,0,0,Summer,No Holiday,Yes
4929,734,23.1,68,1.9,482,16.8,1.64,0,0,Summer,No Holiday,Yes
4930,763,25,60,1.5,570,16.6,2.33,0,0,Summer,No Holiday,Yes
4931,870,27.1,52,2.1,557,16.3,2.82,0,0,Summer,No Holiday,Yes
4932,1042,28.9,40,2.3,809,13.9,3.15,0,0,Summer,No Holiday,Yes
4933,1062,30.6,31,2.7,1240,11.5,3.24,0,0,Summer,No Holiday,Yes
4934,1064,31.6,34,2.9,1050,13.8,3.12,0,0,Summer,No Holiday,Yes
4935,1213,31.8,31,3.4,1400,12.5,2.85,0,0,Summer,No Holiday,Yes
4936,1471,31.3,32,3.2,1427,12.6,2.38,0,0,Summer,No Holiday,Yes
4937,1754,30.9,34,2.5,1640,13.2,1.79,0,0,Summer,No Holiday,Yes
4938,2094,29.8,35,3.3,1805,12.6,1.15,0,0,Summer,No Holiday,Yes
4939,2290,27.8,41,2.7,1990,13.3,0.45,0,0,Summer,No Holiday,Yes
4940,2387,26.1,49,1.9,1960,14.5,0.1,0,0,Summer,No Holiday,Yes
4941,2153,24.5,71,1.7,1295,18.8,0,0,0,Summer,No Holiday,Yes
4942,1801,23.9,72,0.8,1098,18.5,0,0,0,Summer,No Holiday,Yes
4943,1329,23.3,75,2,890,18.6,0,0,0,Summer,No Holiday,Yes
4944,962,22.9,79,0.6,715,19,0,0,0,Summer,No Holiday,Yes
4945,585,22.5,80,1.1,619,18.8,0,0,0,Summer,No Holiday,Yes
4946,424,22.3,80,0.8,709,18.6,0,0,0,Summer,No Holiday,Yes
4947,264,22,83,0.5,684,18.9,0,0,0,Summer,No Holiday,Yes
4948,199,21.8,82,0.7,702,18.5,0,0,0,Summer,No Holiday,Yes
4949,338,21.5,84,0.3,569,18.6,0,0,0,Summer,No Holiday,Yes
4950,785,21.3,81,0.7,604,17.8,0.05,0,0,Summer,No Holiday,Yes
4951,1620,22.1,74,0.3,830,17.2,0.37,0,0,Summer,No Holiday,Yes
4952,2331,23.8,66,0.9,960,17,0.74,0,0,Summer,No Holiday,Yes
4953,1293,25.4,61,1,1079,17.3,1.28,0,0,Summer,No Holiday,Yes
4954,878,26.4,55,0.9,901,16.6,1.16,0,0,Summer,No Holiday,Yes
4955,968,27.8,46,1.3,912,15.1,1.77,0,0,Summer,No Holiday,Yes
4956,1039,29.8,42,2.1,1220,15.5,2.9,0,0,Summer,No Holiday,Yes
4957,1073,31.2,36,2,1022,14.3,2.91,0,0,Summer,No Holiday,Yes
4958,1016,32.3,35,1.8,982,14.8,2.71,0,0,Summer,No Holiday,Yes
4959,1184,32.7,31,1.7,1243,13.3,2.3,0,0,Summer,No Holiday,Yes
4960,1407,32.2,39,2.8,928,16.4,1.74,0,0,Summer,No Holiday,Yes
4961,2008,31.5,42,2.3,990,17,1.36,0,0,Summer,No Holiday,Yes
4962,3238,30.7,43,1.6,931,16.6,0.74,0,0,Summer,No Holiday,Yes
4963,2779,29.8,45,1.5,956,16.5,0.32,0,0,Summer,No Holiday,Yes
4964,2456,28.8,54,1.1,964,18.5,0.09,0,0,Summer,No Holiday,Yes
4965,2372,27.9,55,0.5,1083,18,0,0,0,Summer,No Holiday,Yes
4966,2046,27.4,55,0.3,1001,17.5,0,0,0,Summer,No Holiday,Yes
4967,1437,27.2,55,0.7,920,17.3,0,0,0,Summer,No Holiday,Yes
4968,1052,26.9,61,1.5,805,18.7,0,0,0,Summer,No Holiday,Yes
4969,783,26.7,50,1.8,884,15.4,0,0,0,Summer,No Holiday,Yes
4970,524,26.1,51,1.7,760,15.1,0,0,0,Summer,No Holiday,Yes
4971,353,25.4,50,1.1,870,14.2,0,0,0,Summer,No Holiday,Yes
4972,143,24.7,49,1,1293,13.2,0,0,0,Summer,No Holiday,Yes
4973,45,23.7,64,0.9,876,16.4,0,0.1,0,Summer,No Holiday,Yes
4974,37,22.5,83,0.8,537,19.4,0,0.4,0,Summer,No Holiday,Yes
4975,49,21.2,87,0.8,376,18.9,0.03,1.5,0,Summer,No Holiday,Yes
4976,53,20.8,94,1,159,19.7,0.05,3.5,0,Summer,No Holiday,Yes
4977,19,20.3,96,1.1,143,19.6,0.06,6.5,0,Summer,No Holiday,Yes
4978,9,20.3,97,1,103,19.8,0.12,9.5,0,Summer,No Holiday,Yes
4979,11,20.4,97,1.4,129,19.9,0.09,16,0,Summer,No Holiday,Yes
4980,10,20.5,97,1.8,257,20,0.15,5,0,Summer,No Holiday,Yes
4981,24,20.5,97,1.2,338,20,0.11,14.5,0,Summer,No Holiday,Yes
4982,26,21,97,0.7,381,20.4,0.26,2.5,0,Summer,No Holiday,Yes
4983,65,21.5,97,0.6,311,20.9,0.21,4.5,0,Summer,No Holiday,Yes
4984,56,23.3,96,3.4,441,22.6,0.08,1,0,Summer,No Holiday,Yes
4985,113,24,95,5,362,23.1,0.07,2,0,Summer,No Holiday,Yes
4986,156,24.1,95,4.4,261,23.2,0.03,1,0,Summer,No Holiday,Yes
4987,203,24.2,94,4.7,242,23.1,0.03,1.5,0,Summer,No Holiday,Yes
4988,199,24.1,94,4.5,214,23,0,0.5,0,Summer,No Holiday,Yes
4989,275,23.5,94,4.6,227,22.4,0,1.5,0,Summer,No Holiday,Yes
4990,443,22.4,95,4.1,222,21.5,0,0,0,Summer,No Holiday,Yes
4991,552,21.6,89,4.3,698,19.7,0,0,0,Summer,No Holiday,Yes
4992,513,20.5,94,3.7,896,19.4,0,0,0,Summer,No Holiday,Yes
4993,254,20,96,3,182,19.3,0,0.1,0,Summer,No Holiday,Yes
4994,164,19.6,97,2.6,201,19.1,0,0.4,0,Summer,No Holiday,Yes
4995,152,19.4,97,2.9,282,18.9,0,0,0,Summer,No Holiday,Yes
4996,110,19.2,97,1,217,18.7,0,0.5,0,Summer,No Holiday,Yes
4997,162,19.1,97,1.2,402,18.6,0,0,0,Summer,No Holiday,Yes
4998,417,19.2,97,1.5,157,18.7,0,0,0,Summer,No Holiday,Yes
4999,1084,19.3,98,1,188,18.9,0.06,0,0,Summer,No Holiday,Yes
5000,1995,19.7,97,1.5,200,19.2,0.25,0,0,Summer,No Holiday,Yes
5001,1238,20,96,1.6,287,19.3,0.39,0,0,Summer,No Holiday,Yes
5002,862,21.4,85,1.1,596,18.7,1.34,0,0,Summer,No Holiday,Yes
5003,1015,23.4,73,1.3,827,18.2,2.38,0,0,Summer,No Holiday,Yes
5004,1145,24.1,73,2.2,992,18.9,2.15,0,0,Summer,No Holiday,Yes
5005,1234,24.9,69,2.2,850,18.8,2.14,0,0,Summer,No Holiday,Yes
5006,1243,24.7,72,2.9,720,19.3,1.45,0,0,Summer,No Holiday,Yes
5007,1362,25.5,68,2.4,638,19.1,1.61,0,0,Summer,No Holiday,Yes
5008,1618,25,74,2.2,578,20,0.52,0,0,Summer,No Holiday,Yes
5009,2115,25.1,70,2.2,796,19.2,0.48,0,0,Summer,No Holiday,Yes
5010,3172,25,69,1.5,1125,18.9,0.52,0,0,Summer,No Holiday,Yes
5011,2487,24.9,70,1.8,1131,19,0.24,0,0,Summer,No Holiday,Yes
5012,2274,24.2,72,1.4,833,18.8,0.03,0,0,Summer,No Holiday,Yes
5013,2200,23.3,71,1.3,1145,17.7,0,0,0,Summer,No Holiday,Yes
5014,1959,22.7,77,2,1099,18.4,0,0,0,Summer,No Holiday,Yes
5015,980,22.3,83,2.6,490,19.2,0,0,0,Summer,No Holiday,Yes
5016,561,22.2,84,1.1,482,19.3,0,0,0,Summer,No Holiday,Yes
5017,1068,22.2,84,0.3,610,19.3,0,0,0,Summer,No Holiday,Yes
5018,652,22.4,84,0.6,667,19.5,0,0,0,Summer,No Holiday,Yes
5019,344,22.4,86,0.6,618,19.9,0,0,0,Summer,No Holiday,Yes
5020,233,22.3,88,0.9,298,20.2,0,0,0,Summer,No Holiday,Yes
5021,266,22.1,93,0.4,333,20.9,0,0,0,Summer,No Holiday,Yes
5022,594,22,90,0.4,373,20.2,0.04,0.1,0,Summer,No Holiday,Yes
5023,1391,22.7,81,0.4,866,19.2,0.4,0,0,Summer,No Holiday,Yes
5024,2288,24.2,73,1,1581,19,0.96,0,0,Summer,No Holiday,Yes
5025,1246,24.8,75,1.1,1418,20,0.63,0,0,Summer,No Holiday,Yes
5026,826,25.3,70,0.6,1386,19.4,0.7,0,0,Summer,No Holiday,Yes
5027,938,26.5,64,1.8,1806,19.1,1.3,0,0,Summer,No Holiday,Yes
5028,1158,27,68,2,1863,20.5,1.3,0,0,Summer,No Holiday,Yes
5029,1040,27.2,68,1.8,1575,20.7,1.1,0,0,Summer,No Holiday,Yes
5030,1030,27.1,72,3,1126,21.6,0.91,0,0,Summer,No Holiday,Yes
5031,1209,26.4,76,3.7,1370,21.8,1.01,0,0,Summer,No Holiday,Yes
5032,766,25.2,81,3.6,961,21.6,0.5,0,0,Summer,No Holiday,Yes
5033,65,22.2,92,1.2,254,20.8,0.11,4.9,0,Summer,No Holiday,Yes
5034,596,20.6,97,0.7,222,20.1,0.14,21.5,0,Summer,No Holiday,Yes
5035,944,20.9,97,1,1747,20.3,0.19,0,0,Summer,No Holiday,Yes
5036,1039,21,96,0.1,1431,20.3,0.02,0,0,Summer,No Holiday,Yes
5037,1223,21.3,94,0.3,1314,20.2,0,0,0,Summer,No Holiday,Yes
5038,1239,21.6,94,1.1,766,20.5,0,0,0,Summer,No Holiday,Yes
5039,931,21.7,96,0.3,293,21,0,0,0,Summer,No Holiday,Yes
5040,470,21.9,95,1.9,357,21,0,0,0,Summer,No Holiday,Yes
5041,460,22,96,0.1,387,21.3,0,0.1,0,Summer,No Holiday,Yes
5042,345,22.2,96,0.8,269,21.5,0,0.2,0,Summer,No Holiday,Yes
5043,227,22.3,96,1.2,290,21.6,0,0.1,0,Summer,No Holiday,Yes
5044,123,22.3,96,0,278,21.6,0,0.1,0,Summer,No Holiday,Yes
5045,133,22.1,97,0.5,152,21.5,0,1.5,0,Summer,No Holiday,Yes
5046,308,21.9,97,0.2,190,21.3,0,4.5,0,Summer,No Holiday,Yes
5047,883,22,97,0.9,269,21.4,0.03,0,0,Summer,No Holiday,Yes
5048,2028,22.2,95,1.6,389,21.3,0.26,0,0,Summer,No Holiday,Yes
5049,1195,22.9,86,1.7,538,20.4,0.76,0,0,Summer,No Holiday,Yes
5050,913,24.4,76,2.1,617,19.8,1.58,0,0,Summer,No Holiday,Yes
5051,956,24.8,74,1.8,644,19.8,1.41,0,0,Summer,No Holiday,Yes
5052,1168,26.1,67,2.2,758,19.4,2.15,0,0,Summer,No Holiday,Yes
5053,1117,26.8,65,2,732,19.6,2.37,0,0,Summer,No Holiday,Yes
5054,1175,27.8,57,2.1,760,18.4,2.62,0,0,Summer,No Holiday,Yes
5055,1209,28.4,63,2.8,742,20.6,2.47,0,0,Summer,No Holiday,Yes
5056,1554,29,57,2.3,987,19.6,2.36,0,0,Summer,No Holiday,Yes
5057,2099,28.5,60,2.6,1014,19.9,1.33,0,0,Summer,No Holiday,Yes
5058,3113,28.1,60,1.9,959,19.5,1.05,0,0,Summer,No Holiday,Yes
5059,2602,27.1,64,1.1,829,19.6,0.28,0,0,Summer,No Holiday,Yes
5060,2339,26.2,70,1.5,792,20.2,0.12,0,0,Summer,No Holiday,Yes
5061,2225,25.2,75,1.4,644,20.4,0,0,0,Summer,No Holiday,Yes
5062,2103,24.2,80,1.3,500,20.5,0,0,0,Summer,No Holiday,Yes
5063,1552,23.5,83,1.4,436,20.4,0,0,0,Summer,No Holiday,Yes
5064,1275,23,84,1.9,375,20.1,0,0,0,Summer,No Holiday,Yes
5065,1070,22.6,85,0.3,323,19.9,0,0,0,Summer,No Holiday,Yes
5066,859,22.2,88,1,295,20.1,0,0,0,Summer,No Holiday,Yes
5067,625,21.9,88,0.9,274,19.8,0,0,0,Summer,No Holiday,Yes
5068,382,21.7,93,0.1,244,20.5,0,0,0,Summer,No Holiday,Yes
5069,247,21.7,88,0.6,289,19.6,0,0,0,Summer,No Holiday,Yes
5070,310,22.1,85,0.5,303,19.4,0.01,0.1,0,Summer,No Holiday,Yes
5071,468,22.5,86,0.6,299,20,0.07,0,0,Summer,No Holiday,Yes
5072,825,23.4,81,0.5,313,19.9,0.37,0,0,Summer,No Holiday,Yes
5073,862,24.2,81,0.9,295,20.7,0.53,0,0,Summer,No Holiday,Yes
5074,933,25.1,73,0.9,358,19.9,0.66,0,0,Summer,No Holiday,Yes
5075,871,26.4,71,1,430,20.7,1.36,0,0,Summer,No Holiday,Yes
5076,858,25.2,94,2.8,166,24.1,0.39,6.4,0,Summer,No Holiday,Yes
5077,1144,25.6,87,1.7,390,23.2,0.71,3.5,0,Summer,No Holiday,Yes
5078,1235,27.5,69,0.5,736,21.2,1.84,0,0,Summer,No Holiday,Yes
5079,1311,27.8,71,0.9,733,22,0.93,0,0,Summer,No Holiday,Yes
5080,1317,27.9,69,0.5,880,21.6,0.61,0,0,Summer,No Holiday,Yes
5081,1291,27.4,75,2.3,616,22.5,0.46,0,0,Summer,No Holiday,Yes
5082,306,27.5,79,0.5,1237,23.5,0.65,0.5,0,Summer,No Holiday,Yes
5083,481,24.3,95,0.5,958,23.4,0.11,4,0,Summer,No Holiday,Yes
5084,778,24.2,88,0.8,1276,22,0.06,0,0,Summer,No Holiday,Yes
5085,1005,23.9,84,0.7,1552,21,0,0,0,Summer,No Holiday,Yes
