Name,Sex,Equipment,Age,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots,Country,Date
Jane Morris,F,Raw,35.5,Open,71.7,72,125.0,75.0,147.5,347.5,346.76,Australia,2014-04-04
Sarah Lawrence,F,Raw,23.5,Open,70.15,72,120.0,62.5,140.0,322.5,325.74,,2014-04-04
Mel Flett,F,Raw,26.0,Open,71.95,72,,72.5,140.0,,,Australia,2014-04-04
Chleo Van Wyk,F,Raw,23.0,Open,78.15,84,160.0,103.0,195.0,458.0,436.66,Australia,2014-04-04
Jessica Gilbert,F,Raw,24.5,Open,77.85,84,173.0,101.0,182.5,456.5,436.09,Australia,2014-04-04
Catherine Greene,F,Raw,29.5,Open,81.5,84,155.0,82.5,180.0,417.5,389.8,Australia,2014-04-04
Yan-Fei Zhao,F,Raw,18.5,Open,83.65,84,155.0,85.0,165.0,405.0,373.4,Australia,2014-04-04
Linda Hanson,F,Raw,35.5,Open,75.85,84,115.0,65.0,145.0,325.0,314.67,,2014-04-04
Yana Sim,F,Raw,31.5,Open,107.1,84+,145.0,75.0,150.0,370.0,307.81,,2014-04-04
Tiarne Augustine,F,Raw,19.5,Open,115.55,84+,142.5,87.5,127.5,357.5,290.06,Australia,2014-04-04
Angela Pinson,F,Raw,28.5,Open,93.1,84+,110.0,65.0,155.0,330.0,289.92,Australia,2014-04-04
Raymond Wong,M,Raw,32.5,Open,58.5,59,175.0,120.0,220.0,515.0,443.93,Australia,2014-04-04
Karl Di Falco,M,Raw,23.5,Open,65.85,66,200.0,127.5,250.0,577.5,453.25,Australia,2014-04-04
John Paul Cauchi,M,Raw,21.5,Open,65.5,66,205.5,107.5,250.0,563.0,443.63,Australia,2014-04-04
Nghiep Luu,M,Raw,38.5,Open,65.65,66,170.0,97.5,255.0,522.5,411.01,Australia,2014-04-04
Anh Minh Ken Nguyen,M,Raw,24.5,Open,65.55,66,172.5,107.5,195.0,475.0,374.07,Australia,2014-04-04
Jason Grech,M,Raw,22.5,Open,65.95,66,157.5,105.0,200.0,462.5,362.58,,2014-04-04
Karl Farquharson,M,Raw,21.5,Open,66.0,66,150.0,97.5,200.0,447.5,350.63,Australia,2014-04-04
Luke Helmke,M,Raw,24.5,Open,74.0,74,215.0,162.5,250.0,627.5,454.09,Australia,2014-04-04
Neville Harris,M,Raw,36.5,Open,73.5,74,205.0,135.0,240.0,580.0,421.58,Australia,2014-04-04
Joey Zinghini,M,Raw,25.5,Open,73.8,74,197.5,122.5,240.0,560.0,405.96,Australia,2014-04-04
Jamie Christensen,M,Raw,25.5,Open,72.8,74,190.0,135.0,232.5,557.5,407.78,Australia,2014-04-04
Yue Sun,M,Raw,24.5,Open,73.55,74,195.0,135.0,220.0,550.0,399.59,Australia,2014-04-04
Colin Chan,M,Raw,23.5,Open,73.7,74,180.0,120.0,225.0,525.0,380.92,Australia,2014-04-04
Colin Webb,M,Raw,28.5,Open,82.05,83,252.5,152.5,280.0,685.0,465.46,Australia,2014-04-04
Andrew Jovicevic,M,Raw,47.5,Open,82.75,83,210.0,170.0,270.0,650.0,439.55,Australia,2014-04-04
Chris Seville,M,Raw,29.5,Open,82.65,83,210.0,140.0,265.0,615.0,416.17,Australia,2014-04-04
Scott Williamson,M,Raw,33.5,Open,82.55,83,195.0,150.0,255.0,600.0,406.3,Australia,2014-04-04
Byron White,M,Raw,19.5,Open,82.85,83,200.0,135.0,247.5,582.5,393.64,Australia,2014-04-04
Alexander Cochrane-Davis,M,Raw,21.5,Open,82.85,83,210.0,150.0,220.0,580.0,391.95,Australia,2014-04-04
Scott Hill #1,M,Raw,36.5,Open,92.0,93,265.0,177.5,277.5,720.0,460.51,Australia,2014-04-04
Jason Clarke #1,M,Raw,39.5,Open,90.4,93,255.0,147.5,294.0,696.5,449.36,Australia,2014-04-04
Liam Belcher,M,Raw,24.5,Open,92.25,93,250.0,160.0,275.0,685.0,437.54,,2014-04-04
Thomas Wills,M,Raw,27.5,Open,92.5,93,235.0,152.5,285.0,672.5,428.99,,2014-04-04
Ray Owen,M,Raw,43.5,Open,90.6,93,235.0,180.0,242.5,657.5,423.73,Australia,2014-04-04
Zaid Faydi,M,Raw,28.5,Open,89.65,93,212.5,152.5,275.0,640.0,414.64,Australia,2014-04-04
Ben Polke,M,Raw,32.5,Open,92.35,93,200.0,175.0,255.0,630.0,402.2,Australia,2014-04-04
Paddy O'Neill,M,Raw,23.5,Open,89.15,93,200.0,145.0,270.0,615.0,399.58,Australia,2014-04-04
Richard Hozjan,M,Raw,31.5,Open,101.85,105,252.5,195.0,310.0,757.5,462.62,Australia,2014-04-04
Florian Loock,M,Raw,31.5,Open,105.0,105,250.0,220.5,285.0,755.5,455.64,Australia,2014-04-04
Jesse McEwen,M,Raw,23.5,Open,103.95,105,260.0,182.5,277.5,720.0,436.0,Australia,2014-04-04
David Jame,M,Raw,32.5,Open,104.25,105,260.0,145.0,300.0,705.0,426.42,Australia,2014-04-04
Jack Miles,M,Raw,26.5,Open,102.05,105,215.0,180.0,290.0,685.0,417.99,Australia,2014-04-04
Vince Thomas,M,Raw,45.5,Open,102.5,105,240.0,175.0,242.5,657.5,400.47,Australia,2014-04-04
Robert Biggs,M,Raw,37.5,Open,103.25,105,225.0,160.0,257.5,642.5,390.16,,2014-04-04
Brad Keogh,M,Raw,36.5,Open,104.6,105,242.5,125.0,252.5,620.0,374.5,Australia,2014-04-04
Stephen Pritchard,M,Raw,43.5,Open,119.85,120,315.0,200.0,320.0,835.0,479.75,Australia,2014-04-04
Cameron McKenzie,M,Raw,20.5,Open,116.9,120,295.0,180.0,340.0,815.0,472.23,Australia,2014-04-04
Daniel Bates,M,Raw,36.5,Open,113.3,120,245.0,180.0,277.5,702.5,411.56,Australia,2014-04-04
Addison Kaye,M,Raw,23.5,Open,117.45,120,235.0,160.0,270.0,665.0,384.69,Australia,2014-04-04
Kelvin Aitken,M,Raw,56.5,Open,116.95,120,210.0,152.5,300.0,662.5,383.81,,2014-04-04
Robert Murrell,M,Raw,32.5,Open,115.6,120,240.0,157.5,250.0,647.5,376.64,Australia,2014-04-04
David Keong,M,Raw,40.5,Open,108.7,120,235.0,160.0,250.0,645.0,383.74,,2014-04-04
Tony Reinmuth,M,Raw,24.0,Open,140.35,120+,300.0,177.5,315.0,792.5,434.0,Australia,2014-04-04
Nathan Baxter,M,Raw,36.5,Open,169.9,120+,282.5,225.0,275.0,782.5,407.27,,2014-04-04
Les Milhinich,M,Raw,36.5,Open,136.25,120+,240.0,185.0,300.0,725.0,400.39,,2014-04-04
Adam Huard,M,Raw,31.5,Open,132.05,120+,257.5,157.5,285.0,700.0,390.13,Australia,2014-04-04
Pranee Pascoe,F,Raw,55.5,Open,46.65,47,80.0,50.0,115.0,245.0,322.87,Australia,2014-06-28
Georgia Emmett,F,Raw,19.5,Open,46.7,47,72.5,40.0,92.5,205.0,269.94,Australia,2014-06-28
Cass Pickard,F,Raw,39.5,Open,67.85,72,130.0,62.5,165.0,357.5,367.98,Australia,2014-06-28
Mai Nguyen,F,Raw,25.5,Open,71.9,72,105.0,57.5,150.0,312.5,311.36,,2014-06-28
Michelle Rodgers,F,Raw,44.5,Open,69.75,72,92.5,50.0,125.0,267.5,271.05,Australia,2014-06-28
Louise Pigna,F,Raw,47.5,Open,88.75,84+,77.5,52.5,105.0,235.0,210.82,,2014-06-28
Jaimie Clarke,M,Raw,32.0,Open,57.6,59,85.0,95.0,152.5,332.5,290.41,Australia,2014-06-28
Nicholas Viet,M,Raw,18.5,Open,53.55,59,110.0,65.0,125.0,300.0,279.56,Australia,2014-06-28
Derek Viet,M,Raw,21.5,Open,71.15,74,203.0,125.0,230.0,558.0,414.48,,2014-06-28
Liam Kearney,M,Raw,22.5,Open,72.45,74,192.5,117.5,205.0,515.0,377.91,,2014-06-28
Joe Matthews,M,Raw,31.5,Open,72.9,74,177.5,115.0,217.5,510.0,372.7,Australia,2014-06-28
Jordan Vanderkroft,M,Raw,26.5,Open,82.3,83,187.5,125.0,235.0,547.5,371.38,,2014-06-28
Merlin Viet,M,Raw,26.0,Open,80.05,83,185.0,125.0,215.0,525.0,361.88,Australia,2014-06-28
Alexander Asfaganov,M,Raw,47.5,Open,90.6,93,230.0,152.5,212.5,595.0,383.45,Australia,2014-06-28
David Burt,M,Raw,24.5,Open,91.8,93,170.0,145.0,250.0,565.0,361.75,Australia,2014-06-28
Stewart Blackwell,M,Raw,24.0,Open,89.25,93,185.0,115.0,205.0,505.0,327.92,Australia,2014-06-28
Josh Pywell,M,Raw,22.5,Open,92.2,93,180.0,90.0,227.5,497.5,317.86,,2014-06-28
Martin Reynolds,M,Raw,61.5,Open,92.35,93,145.0,130.0,220.0,495.0,316.01,Australia,2014-06-28
Mark Winkless,M,Raw,17.5,Open,84.95,93,155.0,100.0,175.0,430.0,286.58,,2014-06-28
Martin Dupont,M,Raw,21.5,Open,87.8,93,165.0,95.0,165.0,425.0,278.31,,2014-06-28
Alex Chu,M,Raw,24.5,Open,89.6,93,142.5,87.5,192.5,422.5,273.8,USA,2014-06-28
Liam McCowan,M,Raw,20.5,Open,94.6,105,227.5,150.0,222.5,600.0,378.67,,2014-06-28
Andrew Whealey,M,Raw,22.5,Open,94.2,105,200.0,125.0,230.0,555.0,350.97,Australia,2014-06-28
Callan Harvey,M,Raw,21.5,Open,103.4,105,190.0,120.0,250.0,560.0,339.85,,2014-06-28
Brendan Paramore,M,Raw,42.5,Open,96.05,105,165.0,102.5,225.0,492.5,308.64,,2014-06-28
Shane Harris,M,Raw,24.5,Open,98.3,105,175.0,115.0,170.0,460.0,285.27,,2014-06-28
Glen Davidson,M,Raw,33.5,Open,104.0,105,155.0,110.0,200.0,465.0,281.53,USA,2014-06-28
Scott Hall #1,M,Raw,35.5,Open,118.7,120,255.0,132.5,282.5,670.0,386.19,Australia,2014-06-28
Alan Board,M,Raw,37.5,Open,118.1,120,230.0,165.0,262.5,657.5,379.64,,2014-06-28
Zac Goodman,M,Raw,28.5,Open,114.3,120,180.0,135.0,230.0,545.0,318.29,,2014-06-28
Scott Warner,M,Raw,42.5,Open,105.9,120,185.0,125.0,192.5,502.5,302.02,,2014-06-28
Sandra Alcorn,F,Raw,44.5,Open,51.95,52,107.5,50.0,160.0,317.5,387.26,Australia,2017-07-09
Armielyn Mendoza,F,Raw,26.5,Open,62.25,63,120.0,57.5,152.5,330.0,357.53,,2017-07-09
Miranda Foyster,F,Raw,49.5,Open,60.6,63,65.0,37.5,80.0,182.5,201.05,,2017-07-09
Mary Najjar,F,Raw,28.5,Open,72.0,72,107.5,55.0,175.0,337.5,336.01,,2017-07-09
Therese Pollard,F,Raw,68.5,Open,66.15,72,72.5,37.5,105.0,215.0,224.59,,2017-07-09
Darlene Phan,F,Raw,30.5,Open,80.15,84,135.0,70.0,152.5,357.5,336.54,,2017-07-09
Nolene Kingi,F,Raw,35.5,Open,108.9,84+,160.0,102.5,211.0,473.5,391.65,Australia,2017-07-09
Stacey Allison,F,Raw,27.5,Open,98.85,84+,145.0,72.5,155.0,372.5,319.31,,2017-07-09
Rosie Mcullough,F,Raw,35.5,Open,97.25,84+,110.0,62.5,127.5,300.0,258.85,,2017-07-09
Michael Barbuto #1,M,Raw,23.5,Open,64.4,66,202.5,132.5,222.5,557.5,444.94,Australia,2017-07-09
John Porsovigan,M,Raw,27.5,Open,64.85,66,177.5,102.5,177.5,457.5,363.21,,2017-07-09
Phillip Truong,M,Raw,20.5,Open,64.9,66,135.0,82.5,175.0,392.5,311.42,,2017-07-09
Samuel Schepis,M,Raw,23.5,Open,72.3,74,230.0,152.5,260.0,642.5,472.12,,2017-07-09
Owen Mai,M,Raw,18.5,Open,68.2,74,160.0,92.5,180.0,432.5,330.89,,2017-07-09
Ben Sellars,M,Raw,30.5,Open,82.5,83,235.0,155.0,237.5,627.5,425.06,,2017-07-09
Trung Minh Nguyen,M,Raw,20.5,Open,81.15,83,180.0,122.5,217.5,520.0,355.59,,2017-07-09
Didier Vassou,M,Raw,19.5,Open,80.8,83,150.0,87.5,192.5,430.0,294.78,,2017-07-09
Eric Kydd,M,Raw,28.5,Open,92.15,93,215.0,142.5,305.0,662.5,423.39,,2017-07-09
Hai Nguyen,M,Raw,29.5,Open,90.9,93,215.0,152.5,292.5,660.0,424.64,,2017-07-09
Jonathan Precel,M,Raw,30.5,Open,89.4,93,215.0,145.0,260.0,620.0,402.25,,2017-07-09
Pieter Uys,M,Raw,30.5,Open,92.55,93,212.5,147.5,240.0,600.0,382.65,Australia,2017-07-09
Hilton Thai,M,Raw,24.5,Open,89.15,93,212.5,115.0,242.5,570.0,370.34,,2017-07-09
Nicholas Ryan,M,Raw,26.5,Open,88.0,93,165.0,117.5,205.0,487.5,318.86,,2017-07-09
Marco Kandybko,M,Raw,55.5,Open,84.45,93,145.0,82.5,160.0,387.5,259.09,,2017-07-09
Thanh Nguyen #1,M,Raw,22.5,Open,110.25,120,300.0,135.0,300.0,735.0,434.95,,2017-07-09
Michelle Robson-Garth,F,Raw,23.5,Open,46.45,47,47.5,30.0,62.5,140.0,185.09,,2012-11-25
Patricia Van Rein,F,Raw,,Open,47.6,52,,,80.0,,,,2012-11-25
Emily Willcock,F,Raw,,Open,65.8,72,50.0,27.5,70.0,147.5,154.56,,2012-11-25
Zoe Lake,F,Raw,,Open,67.6,72,60.0,45.0,100.0,205.0,211.46,,2012-11-25
Nadine Tey,F,Raw,19.5,Open,68.05,72,65.0,37.5,92.5,195.0,200.38,,2012-11-25
Ann Riley,F,Raw,,Open,71.7,72,75.0,62.5,127.5,265.0,264.44,,2012-11-25
Katrina Evans,F,Raw,38.5,Open,90.25,84+,110.0,70.0,135.0,315.0,280.49,Australia,2012-11-25
Samed Eriklioglu,M,Raw,,Open,65.25,66,87.5,80.0,120.0,287.5,227.19,,2012-11-25
Eric Soong,M,Raw,,Open,67.8,74,180.0,90.0,207.5,477.5,366.86,,2012-11-25
Joshua Wood,M,Raw,,Open,69.7,74,147.5,90.0,200.0,437.5,329.61,,2012-11-25
Lorcan Whitmore,M,Raw,,Open,72.85,74,107.5,65.0,142.5,315.0,230.3,,2012-11-25
Russell Gan,M,Raw,22.5,Open,73.2,74,182.5,100.0,232.5,515.0,375.34,Australia,2012-11-25
Luke Richardson #2,M,Raw,,Open,73.75,74,115.0,75.0,170.0,360.0,261.09,Australia,2012-11-25
Evgeny Rokhlin,M,Raw,,Open,73.85,74,135.0,97.5,187.5,420.0,304.34,Australia,2012-11-25
Dan Heard,M,Raw,,Open,74.95,83,150.0,97.5,160.0,407.5,292.47,,2012-11-25
David Harrison,M,Raw,,Open,80.1,83,190.0,122.5,232.5,545.0,375.53,,2012-11-25
Fraser Campbell,M,Raw,,Open,80.6,83,122.5,92.5,160.0,375.0,257.45,Canada,2012-11-25
Christopher Mercoulia,M,Raw,,Open,80.65,83,160.0,125.0,220.0,505.0,346.57,,2012-11-25
Sean Connelly,M,Raw,35.5,Open,81.85,83,162.5,100.0,195.0,457.5,311.31,,2012-11-25
Linh Vu,M,Raw,28.5,Open,82.2,83,170.0,90.0,205.0,465.0,315.64,,2012-11-25
Stephen Kasinski,M,Raw,,Open,84.0,93,165.0,105.0,200.0,470.0,315.18,,2012-11-25
Ray Ancilleri,M,Raw,57.0,Open,86.15,93,125.0,102.5,175.0,402.5,266.23,,2012-11-25
Barry Wilkes,M,Raw,,Open,86.4,93,120.0,100.0,170.0,390.0,257.56,Australia,2012-11-25
Nathan Payne,M,Raw,,Open,87.9,93,137.5,100.0,190.0,427.5,279.78,,2012-11-25
Eric Ovens,M,Raw,,Open,89.7,93,185.0,,,,,Australia,2012-11-25
Matthew Young,M,Raw,,Open,89.9,93,150.0,115.0,180.0,445.0,287.9,,2012-11-25
Matthew Middleton #1,M,Raw,,Open,90.25,93,240.0,175.0,240.0,655.0,422.93,Australia,2012-11-25
Brenden Aldridge,M,Raw,,Open,90.45,93,175.0,105.0,217.5,497.5,320.88,,2012-11-25
Aaron Novak,M,Raw,,Open,90.55,93,190.0,140.0,235.0,565.0,364.22,,2012-11-25
Jamie Lawry,M,Raw,19.5,Open,91.05,93,145.0,95.0,205.0,445.0,286.08,Australia,2012-11-25
Matthew Plozza,M,Raw,,Open,91.7,93,152.5,102.5,200.0,455.0,291.48,,2012-11-25
Bill Clancy,M,Raw,24.5,Open,91.75,93,192.5,120.0,200.0,512.5,328.23,,2012-11-25
Richard Falla,M,Raw,31.5,Open,92.9,93,182.5,137.5,180.0,500.0,318.29,,2012-11-25
Sean Whittington,M,Raw,,Open,95.55,105,140.0,95.0,170.0,405.0,254.42,,2012-11-25
Nick Old,M,Raw,,Open,100.2,105,140.0,125.0,180.0,445.0,273.67,,2012-11-25
Leigh Donnellon,M,Raw,,Open,102.5,105,200.0,135.0,240.0,575.0,350.23,Australia,2012-11-25
Brad Keogh,M,Raw,34.5,Open,104.95,105,225.0,135.0,245.0,605.0,364.94,Australia,2012-11-25
Alan Kissick,M,Raw,,Open,114.35,120,165.0,107.5,202.5,475.0,277.36,,2012-11-25
Jack Chapman,M,Raw,,Open,116.3,120,200.0,140.0,210.0,550.0,319.25,Australia,2012-11-25
Adam Player,M,Raw,34.5,Open,118.35,120,200.0,155.0,190.0,545.0,314.46,Australia,2012-11-25
Adam Player,M,Raw,33.5,Open,139.3,120+,200.0,165.0,220.0,585.0,321.04,Australia,2011-03-19
Emily Tarzia,F,Raw,,Open,55.9,57,90.0,62.5,125.0,277.5,322.04,,2013-10-05
Tammie Sarkozy,F,Raw,,Open,60.0,63,112.5,65.0,130.0,307.5,340.88,,2013-10-05
Melissa Keane,F,Raw,,Open,61.5,63,57.5,40.0,100.0,197.5,215.58,,2013-10-05
Samantha Rigney,F,Raw,,Open,78.8,84,115.0,50.0,130.0,295.0,280.08,,2013-10-05
Shelley Stark,F,Raw,40.5,Open,74.3,84,80.0,47.5,127.5,255.0,249.6,Australia,2013-10-05
Amanda Adams,F,Raw,,Open,77.9,84,55.0,37.5,90.0,182.5,174.28,,2013-10-05
Sven Laasme,M,Raw,33.5,Open,73.8,74,180.0,127.5,210.0,517.5,375.15,,2013-10-05
Scott Williamson,M,Raw,32.5,Open,82.6,83,210.0,145.0,250.0,605.0,409.54,Australia,2013-10-05
Ashley Dyball,M,Raw,20.5,Open,80.8,83,170.0,140.0,220.0,530.0,363.34,Australia,2013-10-05
Phil Grant,M,Raw,,Open,88.5,93,220.0,135.0,245.0,600.0,391.3,,2013-10-05
Robert Barrett,M,Raw,24.5,Open,86.7,93,180.0,120.0,260.0,560.0,369.15,,2013-10-05
Ollie Roberts,M,Raw,26.5,Open,86.9,93,185.0,120.0,205.0,510.0,335.78,Australia,2013-10-05
Robert Biggs,M,Raw,36.5,Open,103.6,105,227.5,162.5,250.0,640.0,388.1,,2013-10-05
Steven Tyrrell,M,Raw,22.5,Open,103.2,105,220.0,155.0,250.0,625.0,379.6,,2013-10-05
Dan O'Dempsey,M,Raw,20.5,Open,100.5,105,220.0,140.0,240.0,600.0,368.52,,2013-10-05
David Northcott,M,Raw,,Open,103.5,105,165.0,130.0,230.0,525.0,318.49,,2013-10-05
Paul David,M,Raw,,Open,96.8,105,160.0,90.0,170.0,420.0,262.27,,2013-10-05
Poutelle Muller,M,Raw,,Open,100.5,105,,,,,,,2013-10-05
Paul Cullen,M,Raw,22.5,Open,99.1,105,,140.0,260.0,,,,2013-10-05
Andrew Lockwood,M,Raw,,Open,111.8,120,200.0,142.5,245.0,587.5,345.86,,2013-10-05
John Cassimatis,M,Raw,38.5,Open,84.2,93,200.0,145.0,200.0,545.0,364.99,,2013-11-16
Christine Saade,F,Raw,21.5,Open,55.3,57,112.5,55.0,127.5,295.0,344.81,,2014-04-27
Tiffany Bui,F,Raw,25.5,Open,55.0,57,100.0,55.0,122.5,277.5,325.54,,2014-04-27
Josephine Roper,F,Raw,22.5,Open,56.7,57,90.0,50.0,117.5,257.5,296.04,,2014-04-27
Maer Jimenez,F,Raw,32.5,Open,63.0,63,97.5,50.0,137.5,285.0,306.52,Australia,2014-04-27
Gary Young #1,M,Raw,31.0,Open,73.2,74,205.0,152.5,242.5,600.0,437.29,Australia,2014-04-27
Corey Hogan,M,Raw,17.5,Open,71.6,74,180.0,100.0,192.5,472.5,349.47,Australia,2014-04-27
William Le,M,Raw,26.5,Open,68.4,74,167.5,100.0,190.0,457.5,349.28,,2014-04-27
Jacob Hibberd,M,Raw,27.5,Open,72.4,74,142.5,100.0,160.0,402.5,295.49,,2014-04-27
Luke Carroll,M,Raw,22.5,Open,68.4,74,125.0,92.5,170.0,387.5,295.84,,2014-04-27
Kieren Mastrolembo,M,Raw,16.5,Open,73.7,74,132.5,70.0,170.0,372.5,270.27,Australia,2014-04-27
Omar Jan,M,Raw,23.5,Open,76.7,83,205.0,130.0,235.0,570.0,403.19,,2014-04-27
Ashely Giang,M,Raw,20.5,Open,77.5,83,190.0,115.0,250.0,555.0,390.08,,2014-04-27
Timothy Davies #2,M,Raw,21.5,Open,83.0,83,185.0,102.5,240.0,527.5,356.11,Australia,2014-04-27
Carlos Martinez,M,Raw,24.5,Open,82.3,83,185.0,122.5,205.0,512.5,347.64,,2014-04-27
Nicholas Mudaliar,M,Raw,24.5,Open,82.6,83,180.0,112.5,220.0,512.5,346.93,,2014-04-27
John Tran,M,Raw,33.5,Open,81.1,83,175.0,120.0,205.0,500.0,342.03,USA,2014-04-27
Stuart Lee,M,Raw,28.5,Open,82.1,83,177.5,112.5,190.0,480.0,326.05,,2014-04-27
Alex Richardson,M,Raw,30.5,Open,91.7,93,212.5,142.5,260.0,615.0,393.98,,2014-04-27
Lachlan Rickards,M,Raw,21.5,Open,86.9,93,210.0,127.5,230.0,567.5,373.64,Australia,2014-04-27
Benjamin Rushton,M,Raw,19.5,Open,87.0,93,190.0,122.5,240.0,552.5,363.55,,2014-04-27
Mitchell Kajan,M,Raw,19.5,Open,88.0,93,205.0,140.0,200.0,545.0,356.47,,2014-04-27
Alexander Le,M,Raw,23.5,Open,92.2,93,205.0,107.5,230.0,542.5,346.61,,2014-04-27
Frederik Hak,M,Raw,21.5,Open,85.9,93,175.0,127.5,195.0,497.5,329.58,,2014-04-27
Nicholas Khzouz,M,Raw,17.5,Open,88.1,93,155.0,135.0,195.0,485.0,317.04,Australia,2014-04-27
David Gizowski,M,Raw,48.5,Open,91.5,93,175.0,127.5,190.0,492.5,315.84,,2014-04-27
Munther Al-Hinti,M,Raw,19.5,Open,86.6,93,162.5,107.5,215.0,485.0,319.91,,2014-04-27
Sinan Turunc,M,Raw,16.5,Open,93.0,93,165.0,100.0,202.5,467.5,297.45,,2014-04-27
Chris Smith #11,M,Raw,28.5,Open,99.8,105,205.0,170.0,255.0,630.0,388.11,,2014-04-27
Gavin Turrell,M,Raw,46.5,Open,103.5,105,165.0,162.5,260.0,587.5,356.4,Australia,2014-04-27
Douglass Simpson,M,Raw,21.5,Open,101.1,105,175.0,120.0,240.0,535.0,327.76,,2014-04-27
Dana Fazeli,M,Raw,17.5,Open,97.8,105,172.5,100.0,227.5,500.0,310.79,,2014-04-27
John Pappas #1,M,Raw,20.0,Open,103.5,105,,,,,,Australia,2014-04-27
Charbel Hanna,M,Raw,20.5,Open,116.7,120,205.0,120.0,275.0,600.0,347.86,,2014-04-27
Joseph Hickman,M,Raw,21.5,Open,111.3,120,207.5,100.0,270.0,577.5,340.54,,2014-04-27
Matthias Skillecorn,M,Raw,36.5,Open,106.4,120,200.0,130.0,227.5,557.5,334.45,Australia,2014-04-27
Hazem Elkheir,M,Raw,22.0,Open,114.4,120,177.5,107.5,220.0,505.0,294.83,Australia,2014-04-27
James Starr,M,Raw,24.0,Open,115.5,120,155.0,117.5,220.0,492.5,286.56,,2014-04-27
Stefan Pizzardi,M,Raw,21.5,Open,129.7,120+,272.5,135.0,300.0,707.5,396.43,Australia,2014-04-27
Rex Bayona,M,Raw,,Open,57.8,59,130.0,70.0,140.0,340.0,296.09,,2011-10-08
Julian Van Der Zanden,M,Raw,30.5,Open,81.3,83,200.0,130.0,245.0,575.0,392.78,Australia,2011-10-08
Andy Wilson,M,Raw,,Open,101.0,105,180.0,145.0,240.0,565.0,346.28,England,2011-10-08
Joel McLeod,M,Raw,,Open,102.4,105,160.0,150.0,270.0,580.0,353.41,,2011-10-08
Paul MacManus,M,Raw,,Open,103.8,105,227.5,135.0,237.5,600.0,363.55,Australia,2011-10-08
Ethan Gray,M,Raw,19.5,Open,63.6,66,155.0,82.5,210.0,447.5,360.59,Australia,2012-03-03
Greg Alexander,M,Raw,,Open,65.7,66,125.0,80.0,160.0,365.0,286.96,,2012-03-03
Jack Hibberd,M,Raw,,Open,72.1,74,75.0,60.0,135.0,270.0,198.77,,2012-03-03
Brett Walding,M,Raw,,Open,79.1,83,105.0,75.0,125.0,305.0,211.73,,2012-03-03
Peter Robertson,M,Raw,,Open,82.5,83,177.5,,185.0,,,Australia,2012-03-03
Linton Pinnington,M,Raw,,Open,88.9,93,172.5,105.0,175.0,452.5,294.42,,2012-03-03
Jacinta Russo,F,Raw,30.5,Open,50.75,52,80.0,55.0,112.5,247.5,306.86,,2016-05-22
Leah Bound,F,Raw,30.5,Open,62.9,63,80.0,57.5,112.5,250.0,269.14,,2016-05-22
Lidia Ambrosino,F,Raw,24.5,Open,60.4,63,82.5,50.0,105.0,237.5,262.18,,2016-05-22
Phanetavanh Outhavong,F,Raw,33.5,Open,68.4,72,125.0,67.5,147.5,340.0,348.35,,2016-05-22
Samantha Cooper #1,F,Raw,28.5,Open,66.55,72,112.5,55.0,142.5,310.0,322.69,,2016-05-22
Kara Schenk,F,Raw,21.5,Open,71.1,72,112.5,57.5,140.0,310.0,310.78,,2016-05-22
Carmelina Trapani,F,Raw,37.5,Open,68.95,72,112.5,47.5,142.5,302.5,308.52,,2016-05-22
Rachel Service,F,Raw,33.5,Open,68.03,72,95.0,55.0,130.0,280.0,287.77,,2016-05-22
Lauren Waters,F,Raw,27.5,Open,63.55,72,87.5,45.0,125.0,257.5,275.49,,2016-05-22
Louise Letson,F,Raw,55.5,Open,90.04,84+,115.0,65.0,125.0,305.0,271.86,Australia,2016-05-22
Russel Perdio,M,Raw,22.5,Open,65.85,66,170.0,95.0,227.5,492.5,386.54,,2016-05-22
Karl Di Falco,M,Raw,25.5,Open,74.0,74,240.5,145.0,278.0,663.5,480.14,Australia,2016-05-22
Vincent Ho,M,Raw,19.5,Open,73.95,74,220.0,122.5,197.5,540.0,390.94,USA,2016-05-22
William Kang,M,Raw,20.5,Open,72.95,74,165.0,132.5,202.5,500.0,365.23,,2016-05-22
Angelo Labrador,M,Raw,22.5,Open,73.09,74,165.0,105.0,212.5,482.5,352.0,,2016-05-22
Marko Basic,M,Raw,20.5,Open,72.9,74,30.0,77.5,180.0,287.5,210.1,,2016-05-22
Jesse Ross,M,Raw,18.5,Open,82.2,83,205.0,120.0,235.0,560.0,380.13,Australia,2016-05-22
Andrew Christou,M,Raw,21.5,Open,78.05,83,190.0,140.0,227.5,557.5,390.14,,2016-05-22
James Dudley,M,Raw,19.5,Open,81.95,83,172.5,110.0,190.0,472.5,321.29,Australia,2016-05-22
Thomas Schembri,M,Raw,33.5,Open,80.8,83,160.0,115.0,190.0,465.0,318.78,,2016-05-22
Aaron Pok,M,Raw,22.5,Open,78.85,83,140.0,105.0,200.0,445.0,309.5,,2016-05-22
Hung Phan,M,Raw,23.5,Open,91.6,93,240.0,160.0,300.0,700.0,448.67,Australia,2016-05-22
Sotirios Kehayias,M,Raw,23.5,Open,92.8,93,210.0,140.0,242.5,592.5,377.37,,2016-05-22
Joel George,M,Raw,22.5,Open,91.0,93,177.5,105.0,220.0,502.5,323.13,,2016-05-22
